sampleID,extinc,date,Site,LUtype,Chamber,DateField,DateLab1,DateLab2Inc,DateIncGuess,IncBlank,ExtractionSoilWeight,ExtractantVol,SoilWetWeight_DarroMinusBaggie,SoilDryWeight_TownMinusPapBag,CENAnitrppm,CENAammppm,CENAnitrppmBnks,CENAammppmBnks,CENAnitrppmBnkCor,CENAammppmBnkCor,MBLnitrppm,MBLammppm,NotesN,DiscardN
incub M2B_18032014,inc,3/18/14,M2,M,B,3/18/14,3/19/14,3/25/14,N,3/25/14,9.6,50,NA,NA,1.16095,0.2454976,0.2221,0.027,0.93885,0.2234976,,,,
incub M2C_18032014,inc,3/18/14,M2,M,C,3/18/14,3/19/14,3/25/14,N,3/25/14,9.59,50,NA,NA,1.0682,0.2897396,0.2459,0.022,0.8461,0.2677396,,,,
incub M2D_18032014,inc,3/18/14,M2,M,D,3/18/14,3/19/14,3/25/14,N,3/25/14,9.55,50,NA,NA,0.8456,0.2487888,NA,NA,0.6235,0.2267888,,,,
incub M2E_18032014,inc,3/18/14,M2,M,E,3/18/14,3/19/14,3/25/14,N,3/25/14,9.61,50,NA,NA,1.27225,0.3404408,NA,NA,1.05015,0.3184408,,,,
incub S3A_18032014,inc,3/18/14,S3,S,A,3/18/14,3/19/14,3/25/14,N,3/25/14,10.05,50,NA,NA,1.38355,0.2893612,0.1983,0.017,1.16145,0.2673612,1.712,0.335,,
incub S3B_18032014,inc,3/18/14,S3,S,B,3/18/14,3/19/14,3/25/14,N,3/25/14,9.72,50,NA,NA,0.9198,0.2544164,0.2221,0.027,0.6977,0.2324164,1.18,0.293,,
incub S3C_18032014,inc,3/18/14,S3,S,C,3/18/14,3/19/14,3/25/14,N,3/25/14,10.01,50,NA,NA,1.9215,0.2670224,0.2459,0.022,1.6994,0.2450224,2.308,0.294,,
incub S3D_18032014,inc,3/18/14,S3,S,D,3/18/14,3/19/14,3/25/14,N,3/25/14,10.07,50,NA,NA,1.1053,0.2369572,NA,NA,0.8832,0.2149572,NA,NA,,
incub S3E_18032014,inc,3/18/14,S3,S,E,3/18/14,3/19/14,3/25/14,N,3/25/14,9.84,50,NA,NA,0.8827,0.3160472,NA,NA,0.6606,0.2940472,1.202,0.391,,
bnk I 19-03-14,bnk,3/19/14,NA,NA,NA,NA,3/19/14,NA,NA,NA,NA,50,NA,NA,0.1297,0.141,NA,NA,NA,NA,0.013,0.025,,
bnk II 19-03-14,bnk,3/19/14,NA,NA,NA,NA,3/19/14,NA,NA,NA,NA,50,NA,NA,0.09505,0.168,NA,NA,NA,NA,0.014,0.126,,
bnk III 19-03-14,bnk,3/19/14,NA,NA,NA,NA,3/19/14,NA,NA,NA,NA,50,NA,NA,-0.0089,0.135,NA,NA,NA,NA,0.012,0.112,,
ext bnk 20032014,bnk,3/20/14,NA,NA,NA,NA,3/20/14,NA,NA,NA,NA,50,NA,NA,0.3015,0.016,NA,NA,NA,NA,,,,
ext bnk 20032014,bnk,3/20/14,NA,NA,NA,NA,3/20/14,NA,NA,NA,NA,50,NA,NA,0.2459,0.015,NA,NA,NA,NA,,,,
ext bnk 20032014,bnk,3/20/14,NA,NA,NA,NA,3/20/14,NA,NA,NA,NA,50,NA,NA,0.2459,0.014,NA,NA,NA,NA,,,,
extr F2A_20032014,ext,3/20/14,F2,F,A,3/20/14,3/20/14,NA,NA,NA,10.35,50,159.17,131.79,0.1677,0.577,0.3015,0.016,-0.096733333,0.562,0.091,0.936,,
extr F2B_20032014,ext,3/20/14,F2,F,B,3/20/14,3/20/14,NA,NA,NA,10.2,50,117.08,97.79,0.1677,0.728,0.2459,0.015,-0.096733333,0.713,0.007,1.11,,
extr F2C_20032014,ext,3/20/14,F2,F,C,3/20/14,3/20/14,NA,NA,NA,9.98,50,114.44,93.69,0.35725,0.329,0.2459,0.014,0.092816667,0.314,0.319,0.715,,
extr F2D_20032014,ext,3/20/14,F2,F,D,3/20/14,3/20/14,NA,NA,NA,10.55,50,146.55,118.69,0.6583,0.513,NA,NA,0.393866667,0.498,0.848,0.901,,
extr F2E_20032014,ext,3/20/14,F2,F,E,3/20/14,3/20/14,NA,NA,NA,10.29,50,135.12,109.79,0.33495,0.404,NA,NA,0.070516667,0.389,0.305,0.791,,
extr M1A_20032014,ext,3/20/14,M1,M,A,3/20/14,3/20/14,NA,NA,NA,10.1,50,169.62,142.19,1.3496,0.519,0.3015,0.016,1.085166667,0.504,1.553,0.769,,
extr M1B_20032014,ext,3/20/14,M1,M,B,3/20/14,3/20/14,NA,NA,NA,9.98,50,157.33,132.49,2.7768,2.178,0.2459,0.015,2.512366667,2.163,3.36,1.95,,
extr M1C_20032014,ext,3/20/14,M1,M,C,3/20/14,3/20/14,NA,NA,NA,10.15,50,164.32,137.59,1.8625,0.523,0.2459,0.014,1.598066667,0.508,2.02,0.724,,
extr M1D_20032014,ext,3/20/14,M1,M,D,3/20/14,3/20/14,NA,NA,NA,10.38,50,136.4,113.79,3.2005,1.529,NA,NA,2.936066667,1.514,3.775,1.5,,
extr M1E_20032014,ext,3/20/14,M1,M,E,3/20/14,3/20/14,NA,NA,NA,9.96,50,127.55,106.59,1.8848,0.474,NA,NA,1.620366667,0.459,2.116,0.676,,
incub F2D_20032014,inc,3/20/14,F2,F,D,3/20/14,3/20/14,NA,NA,NA,NA,NA,NA,NA,1.27225,NA,NA,NA,NA,NA,,,"This sample is all on its own, weirdly",Y
ext bnk 25032014,bnk,3/25/14,NA,NA,NA,NA,3/25/14,NA,NA,NA,NA,50,NA,NA,0.1983,0.017,NA,NA,NA,NA,0.015,0.1,,
ext bnk 25032014,bnk,3/25/14,NA,NA,NA,NA,3/25/14,NA,NA,NA,NA,50,NA,NA,0.2221,0.027,NA,NA,NA,NA,0.015,0.104,,
ext bnk 25032014,bnk,3/25/14,NA,NA,NA,NA,3/25/14,NA,NA,NA,,,,,0.2459,0.022,NA,NA,NA,NA,0.014,0.109,,
ext bnk 25032014,bnk,3/25/14,NA,NA,NA,NA,3/25/14,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.083,,
extr F1A_25032014,ext,3/25/14,F1,F,A,3/25/14,3/25/14,NA,NA,NA,9.99,50,119.54,94.79,0.1507,0.247,0.1983,0.017,-0.0714,0.225,,,,
extr F148A_25032014,ext,3/25/14,F1,F,A,3/25/14,3/25/14,NA,NA,NA,10.47,50,119.54,94.79,0.1507,0.363,0.2221,0.027,-0.0714,0.341,,,,
extr F1B_25032014,ext,3/25/14,F1,F,B,3/25/14,3/25/14,NA,NA,NA,9.92,50,128,95.99,0.1507,0.402,0.2459,0.022,-0.0714,0.38,,,,
extr F148B_25032014,ext,3/25/14,F1,F,B,3/25/14,3/25/14,NA,NA,NA,10.02,50,128,95.99,0.2459,0.631,NA,NA,0.0238,0.609,,,,
extr F1C_25032014,ext,3/25/14,F1,F,C,3/25/14,3/25/14,NA,NA,NA,9.95,50,111.59,87.69,0.2459,0.169,NA,NA,0.0238,0.147,,,,
extr F148C_25032014,ext,3/25/14,F1,F,C,3/25/14,3/25/14,NA,NA,NA,9.55,50,111.59,87.69,0.1983,0.242,NA,NA,-0.0238,0.22,,,,
extr F1D_25032014,ext,3/25/14,F1,F,D,3/25/14,3/25/14,NA,NA,NA,9.65,50,156.73,123.99,0.1507,0.177,NA,NA,-0.0714,0.155,,,,
extr F148D_25032014,ext,3/25/14,F1,F,D,3/25/14,3/25/14,NA,NA,NA,10.05,50,156.73,123.99,0.1983,0.255,NA,NA,-0.0238,0.233,,,,
extr S2A_25032014,ext,3/25/14,S2,S,A,3/25/14,3/25/14,NA,NA,NA,9.98,50,160.21,140.39,0.3887,0.205,0.1983,0.017,0.1666,0.183,,,,
extr S248A_25032014,ext,3/25/14,S2,S,A,3/25/14,3/25/14,NA,NA,NA,10.05,50,160.21,140.39,0.3411,0.296,0.2221,0.027,0.119,0.274,,,,
extr S2B_25032014,ext,3/25/14,S2,S,B,3/25/14,3/25/14,NA,NA,NA,10.52,50,153.47,135.39,0.277316,0.202,0.2459,0.022,0.055216,0.18,,,,
extr S248B_25032014,ext,3/25/14,S2,S,B,3/25/14,3/25/14,NA,NA,NA,9.61,50,153.47,135.39,0.0584,0.301,NA,NA,-0.1637,0.279,,,,
extr S2C_25032014,ext,3/25/14,S2,S,C,3/25/14,3/25/14,NA,NA,NA,10.41,50,112.85,99.89,0.2935,0.215,NA,NA,0.0714,0.193,,,,
extr S248C_25032014,ext,3/25/14,S2,S,C,3/25/14,3/25/14,NA,NA,NA,9.68,50,112.85,99.89,0.0964,0.283,NA,NA,-0.1257,0.261,,,,
extr S2D_25032014,ext,3/25/14,S2,S,D,3/25/14,3/25/14,NA,NA,NA,9.38,50,93.83,83.79,0.3887,0.171,NA,NA,0.1666,0.149,,,,
extr S248D_25032014,ext,3/25/14,S2,S,D,3/25/14,3/25/14,NA,NA,NA,10.29,50,93.83,83.79,0.1572,0.264,NA,NA,-0.0649,0.242,,,,
extr S2E_25032014,ext,3/25/14,S2,S,E,3/25/14,3/25/14,NA,NA,NA,10.32,50,113.75,101.29,0.2935,0.185,NA,NA,0.0714,0.163,,,,
extr S248E_25032014,ext,3/25/14,S2,S,E,3/25/14,3/25/14,NA,NA,NA,10.23,50,113.75,101.29,0.1648,0.254,NA,NA,-0.0573,0.232,,,,
incub F1A_25032014,inc,3/25/14,F1,F,A,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.47,50,NA,NA,1.12385,0.2545,0.1368,0.05,1.00795,0.204333333,,,,
incub F148A_25032014,inc,3/25/14,F1,F,A,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.32,50,NA,NA,0.969143,0.3922508,0.1159,0.052,0.853243,0.342084133,,,,
incub F1B_25032014,inc,3/25/14,F1,F,B,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.97,50,NA,NA,1.42065,0.338782,0.095,0.0485,1.30475,0.288615333,,,,
incub F148B_25032014,inc,3/25/14,F1,F,B,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.72,50,NA,NA,1.129786,0.5388676,NA,NA,1.013886,0.488700933,,,,
incub F1C_25032014,inc,3/25/14,F1,F,C,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.64,50,NA,NA,0.7714,0.2256272,NA,NA,0.6555,0.175460533,,,,
incub F148C_25032014,inc,3/25/14,F1,F,C,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.81,50,NA,NA,0.7343,0.3176356,NA,NA,0.6184,0.267468933,,,,
incub F1D_25032014,inc,3/25/14,F1,F,D,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.72,50,NA,NA,0.8456,0.2460696,NA,NA,0.7297,0.195902933,,,,
incub F148D_25032014,inc,3/25/14,F1,F,D,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.8,50,NA,NA,0.8085,0.385686,NA,NA,0.6926,0.335519333,,,,
incub S2A_25032014,inc,3/25/14,S2,S,A,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.65,50,NA,NA,0.4004,0.1524156,0.1368,0.05,0.2845,0.102248933,,,,
incub S248A_25032014,inc,3/25/14,S2,S,A,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.24,50,NA,NA,0.486843,0.3885504,0.1159,0.052,0.370943,0.338383733,,,,
incub S2B_25032014,inc,3/25/14,S2,S,B,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.15,50,NA,NA,0.34475,0.2005296,0.095,0.0485,0.22885,0.150362933,,,,
incub S248B_25032014,inc,3/25/14,S2,S,B,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.74,50,NA,NA,0.3262,0.2978092,NA,NA,0.2103,0.247642533,,,,
incub S2C_25032014,inc,3/25/14,S2,S,C,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.48,50,NA,NA,0.4746,0.205242,NA,NA,0.3587,0.155075333,,,,
incub S248C_25032014,inc,3/25/14,S2,S,C,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.01,50,NA,NA,1.16895,0.2902896,NA,NA,1.05305,0.240122933,,,,
incub S2D_25032014,inc,3/25/14,S2,S,D,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.07,50,NA,NA,0.45605,0.2198456,NA,NA,0.34015,0.169678933,,,,
incub S248D_25032014,inc,3/25/14,S2,S,D,3/25/14,3/25/14,4/2/14,Y,4/2/14,9.73,50,NA,NA,1.16895,0.33348,NA,NA,1.05305,0.283313333,,,,
incub S2E_25032014,inc,3/25/14,S2,S,E,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.16,50,NA,NA,0.49315,0.2116748,NA,NA,0.37725,0.161508133,,,,
incub S248E_25032014,inc,3/25/14,S2,S,E,3/25/14,3/25/14,4/2/14,Y,4/2/14,10.5,50,NA,NA,1.2089,0.2997804,NA,NA,1.093,0.249613733,,,,
ext bnk 26032014,bnk,3/26/14,NA,NA,NA,NA,3/26/14,NA,NA,NA,NA,50,NA,NA,-0.086,0.134,NA,NA,NA,NA,0.014,0.092,,
ext bnk 26032014,bnk,3/26/14,NA,NA,NA,NA,3/26/14,NA,NA,NA,NA,50,NA,NA,-0.1012,0.133,NA,NA,NA,NA,0.016,0.088,,
ext bnk 26032014,bnk,3/26/14,NA,NA,NA,NA,3/26/14,NA,NA,NA,NA,50,NA,NA,-0.1012,0.134,NA,NA,NA,NA,0.015,0.086,,
ext bnkS1 26032014,bnk,3/26/14,NA,NA,NA,NA,3/26/14,NA,NA,NA,NA,50,NA,NA,-0.086,0.137,NA,NA,NA,NA,0.024,0.105,,
ext bnkS1 26032014,bnk,3/26/14,NA,NA,NA,NA,3/26/14,NA,NA,NA,NA,50,NA,NA,-0.1012,0.134,NA,NA,NA,NA,0.021,0.112,,
ext bnkS1 26032014,bnk,3/26/14,NA,NA,NA,NA,3/26/14,NA,NA,NA,NA,50,NA,NA,-0.086,0.143,NA,NA,NA,NA,0.018,0.087,,
extr S1A_26032014,ext,3/26/14,S1,S,A,3/26/14,3/26/14,NA,NA,NA,10.32,50,128.64,108.59,0.142,0.157,-0.086,0.137,0.233066667,0.019,0.209,0.311,,
extr S1B_26032014,ext,3/26/14,S1,S,B,3/26/14,3/26/14,NA,NA,NA,9.9,50,147.77,125.09,0.18,0.216,-0.1012,0.134,0.271066667,0.078,0.225,0.383,,
extr S1C_26032014,ext,3/26/14,S1,S,C,3/26/14,3/26/14,NA,NA,NA,10.33,50,153.97,129.19,0.2484,0.376,-0.086,0.143,0.339466667,0.238,NA,NA,,
extr S1D_26032014,ext,3/26/14,S1,S,D,3/26/14,3/26/14,NA,NA,NA,9.87,50,121.63,102.69,0.37,0.312,NA,NA,0.461066667,0.174,0.364,0.477,,
extr S1E_26032014,ext,3/26/14,S1,S,E,3/26/14,3/26/14,NA,NA,NA,10.14,50,153.17,127.39,0.0584,0.29,NA,NA,0.149466667,0.152,0.132,0.336,,
extr S3A_26032014,ext,3/26/14,S3,S,A,3/26/14,3/26/14,NA,NA,NA,9.89,50,182.79,148.59,0.142,0.181,-0.086,0.134,0.238133333,0.047333333,NA,NA,,
extr S3B_26032014,ext,3/26/14,S3,S,B,3/26/14,3/26/14,NA,NA,NA,10.39,50,168.74,136.29,0.104,0.188,-0.1012,0.133,0.200133333,0.054333333,0.173,0.338,,
extr S3C_26032014,ext,3/26/14,S3,S,C,3/26/14,3/26/14,NA,NA,NA,10.02,50,137.65,111.49,0.2332,0.207,-0.1012,0.134,0.329333333,0.073333333,0.272,0.349,,
extr S3D_26032014,ext,3/26/14,S3,S,D,3/26/14,3/26/14,NA,NA,NA,10.34,50,129.5,104.49,0.2332,0.213,NA,NA,0.329333333,0.079333333,NA,NA,,
extr S3E_26032014,ext,3/26/14,S3,S,E,3/26/14,3/26/14,NA,NA,NA,9.97,50,89.16,72.79,0.3244,0.24,NA,NA,0.420533333,0.106333333,0.357,0.408,,
incub S1A_26032014,inc,3/26/14,S1,S,A,3/26/14,3/26/14,4/3/14,Y,4/3/14,9.65,50,NA,NA,0.29005,0.1887024,-0.0227,0.039,0.31275,0.1507024,,,,
incub S1B_26032014,inc,3/26/14,S1,S,B,3/26/14,3/26/14,4/3/14,Y,4/3/14,10.37,50,NA,NA,1.16895,0.2480408,NA,0.037,1.19165,0.2100408,,,,
incub S1C_26032014,inc,3/26/14,S1,S,C,3/26/14,3/26/14,4/3/14,Y,4/3/14,9.77,50,NA,NA,1.3687,0.256106,-0.0227,0.038,1.3914,0.218106,,,,
incub S1D_26032014,inc,3/26/14,S1,S,D,3/26/14,3/26/14,4/3/14,Y,4/3/14,10.21,50,NA,NA,1.6084,0.236988,NA,NA,1.6311,0.198988,,,,
incub S1E_26032014,inc,3/26/14,S1,S,E,3/26/14,3/26/14,4/3/14,Y,4/3/14,9.81,50,NA,NA,0.8094,0.2433284,NA,NA,0.8321,0.2053284,,,,
incub S3A_26032014,inc,3/26/14,S3,S,A,3/26/14,3/26/14,4/3/14,Y,4/3/14,10.4,50,NA,NA,0.68955,0.2362312,-0.0227,0.039,0.71225,0.1982312,,,,
incub S3B_26032014,inc,3/26/14,S3,S,B,3/26/14,3/26/14,4/3/14,Y,4/3/14,10.05,50,NA,NA,0.7295,0.2230136,NA,0.037,0.7522,0.1850136,,,,
incub S3C_26032014,inc,3/26/14,S3,S,C,3/26/14,3/26/14,4/3/14,Y,4/3/14,9.77,50,NA,NA,1.0491,0.255446,-0.0227,0.038,1.0718,0.217446,,,,
incub S3D_26032014,inc,3/26/14,S3,S,D,3/26/14,3/26/14,4/3/14,Y,4/3/14,9.94,50,NA,NA,NA,0.2432624,NA,NA,NA,0.2052624,,,,
incub S3E_26032014,inc,3/26/14,S3,S,E,3/26/14,3/26/14,4/3/14,Y,4/3/14,10.25,50,NA,NA,1.3687,0.2550808,NA,NA,1.3914,0.2170808,,,,
M1A_27032014,ext,3/27/14,M1,M,A,3/27/14,3/27/14,NA,NA,NA,10.29,50,128.39,103.29,NA,NA,NA,NA,NA,NA,,,Missing CENA data,Y
M1B_27032014,ext,3/27/14,M1,M,B,3/27/14,3/27/14,NA,NA,NA,9.59,50,106.38,86.39,NA,NA,NA,NA,NA,NA,,,Missing CENA data,Y
M1C_27032014,ext,3/27/14,M1,M,C,3/27/14,3/27/14,NA,NA,NA,9.75,50,179.39,145.79,NA,NA,NA,NA,NA,NA,,,Missing CENA data,Y
M1D_27032014,ext,3/27/14,M1,M,D,3/27/14,3/27/14,NA,NA,NA,10.28,50,181.16,147.69,NA,NA,NA,NA,NA,NA,,,Missing CENA data,Y
M1E_27032014,ext,3/27/14,M1,M,E,3/27/14,3/27/14,NA,NA,NA,10.29,50,124.25,97.49,NA,NA,NA,NA,NA,NA,,,Missing CENA data,Y
ext bnk 02042014,bnk,4/2/14,NA,NA,NA,NA,4/2/14,NA,NA,NA,NA,50,NA,NA,0.1368,0.05,NA,NA,NA,NA,,,,
ext bnk 02042014,bnk,4/2/14,NA,NA,NA,NA,4/2/14,NA,NA,NA,NA,50,NA,NA,0.1159,0.052,NA,NA,NA,NA,,,,
ext bnk 02042014,bnk,4/2/14,NA,NA,NA,NA,4/2/14,NA,NA,NA,NA,50,NA,NA,0.095,0.0485,NA,NA,NA,NA,,,,
extr F3A_02042014,ext,4/2/14,F3,F,A,4/1/14,4/2/14,NA,NA,NA,10.36,50,124.51,98.79,0.12635,0.29,0.1368,0.05,0.01045,0.239833333,,,,
extr F3B_02042014,ext,4/2/14,F3,F,B,4/1/14,4/2/14,NA,NA,NA,9.44,50,115.38,89.59,0.00095,0.356,0.1159,0.052,-0.11495,0.305833333,,,,
extr F3C_02042014,ext,4/2/14,F3,F,C,4/1/14,4/2/14,NA,NA,NA,9.27,50,113.57,89.19,0.2204,0.372,0.095,0.0485,0.1045,0.321833333,,,,
extr F3D_02042014,ext,4/2/14,F3,F,D,4/1/14,4/2/14,NA,NA,NA,10.33,50,127.31,100.49,0.1368,0.395,NA,NA,0.0209,0.344833333,,,,
extr M2A_02042014,ext,4/2/14,M2,M,A,4/1/14,4/2/14,NA,NA,NA,9.8,50,180.79,134.79,0.6968,2.446,0.1368,0.05,0.5809,2.395833333,,,,
extr M2B_02042014,ext,4/2/14,M2,M,B,4/1/14,4/2/14,NA,NA,NA,9.92,50,189.46,139.19,1.282,2.847,0.1159,0.052,1.1661,2.796833333,,,,
extr M2C_02042014,ext,4/2/14,M2,M,C,4/1/14,4/2/14,NA,NA,NA,9.87,50,136.84,101.19,1.7532,7.013,0.095,0.0485,1.6373,6.962833333,,,,
extr M2D_02042014,ext,4/2/14,M2,M,D,4/1/14,4/2/14,NA,NA,NA,9.35,50,87.7,63.79,1.8596,3.463,NA,NA,1.7437,3.412833333,,,,
extr M2E_02042014,ext,4/2/14,M2,M,E,4/1/14,4/2/14,NA,NA,NA,10.02,50,151.62,112.29,1.3656,2.192,NA,NA,1.2497,2.141833333,,,,
extr M3A_02042014,ext,4/2/14,M3,M,A,4/1/14,4/2/14,NA,NA,NA,10.33,50,134.09,110.99,0.028,0.37,0.1368,0.05,-0.0879,0.319833333,,,,
extr M3B_02042014,ext,4/2/14,M3,M,B,4/1/14,4/2/14,NA,NA,NA,9.92,50,169.26,141.89,0.0532,0.262,0.1159,0.052,-0.0627,0.211833333,,,,
extr M3C_02042014,ext,4/2/14,M3,M,C,4/1/14,4/2/14,NA,NA,NA,10.16,50,126.04,102.49,0.0532,0.302,0.095,0.0485,-0.0627,0.251833333,,,,
extr M3D_02042014,ext,4/2/14,M3,M,D,4/1/14,4/2/14,NA,NA,NA,10.45,50,119.29,98.59,0.0323,0.272,NA,NA,-0.0836,0.221833333,,,,
extr M3E_02042014,ext,4/2/14,M3,M,E,4/1/14,4/2/14,NA,NA,NA,9.99,50,104.68,87.19,0.0114,0.261,NA,NA,-0.1045,0.210833333,,,,
incub F3A_02042014,inc,4/2/14,F3,F,A,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.79,50,NA,NA,1.08905,0.213646,-0.0089,0.103,1.09795,0.106646,,,,
incub F3B_02042014,inc,4/2/14,F3,F,B,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.36,50,NA,NA,1.00915,0.2201668,-0.0089,0.11,1.01805,0.1131668,,,,
incub F3C_02042014,inc,4/2/14,F3,F,C,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.51,50,NA,NA,1.24885,0.2197048,-0.0089,0.108,1.25775,0.1127048,,,,
incub F3D_02042014,inc,4/2/14,F3,F,D,4/1/14,4/2/14,4/7/14,Y,4/7/14,10.09,50,NA,NA,0.9692,0.2118464,NA,NA,0.9781,0.1048464,,,,
incub M2A_02042014,inc,4/2/14,M2,M,A,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.44,50,NA,NA,4.44485,0.2118728,-0.0089,0.103,4.45375,0.1048728,,,,
incub M2B_02042014,inc,4/2/14,M2,M,B,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.7,50,NA,NA,8.20015,0.0964432,-0.0089,0.11,8.20905,-0.0105568,,,,
incub M2C_02042014,inc,4/2/14,M2,M,C,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.85,50,NA,NA,8.30085,0.2592212,-0.0089,0.108,8.30975,0.1522212,,,,
incub M2D_02042014,inc,4/2/14,M2,M,D,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.79,50,NA,NA,NA,0.557726,NA,NA,NA,0.450726,,,,
incub M2E_02042014,inc,4/2/14,M2,M,E,4/1/14,4/2/14,4/7/14,Y,4/7/14,10.54,50,NA,NA,5.72325,0.2104428,NA,NA,5.73215,0.1034428,,,,
incub M3A_02042014,inc,4/2/14,M3,M,A,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.73,50,NA,NA,0.52975,0.2629656,-0.0089,0.103,0.53865,0.1559656,,,,
incub M3B_02042014,inc,4/2/14,M3,M,B,4/1/14,4/2/14,4/7/14,Y,4/7/14,10.04,50,NA,NA,0.4898,0.1867312,-0.0089,0.11,0.4987,0.0797312,,,,
incub M3C_02042014,inc,4/2/14,M3,M,C,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.94,50,NA,NA,0.6496,0.246756,-0.0089,0.108,0.6585,0.139756,,,,
incub M3D_02042014,inc,4/2/14,M3,M,D,4/1/14,4/2/14,4/7/14,Y,4/7/14,10.39,50,NA,NA,0.6496,0.2353292,NA,NA,0.6585,0.1283292,,,,
incub M3E_02042014,inc,4/2/14,M3,M,E,4/1/14,4/2/14,4/7/14,Y,4/7/14,9.81,50,NA,NA,0.29005,0.25065,NA,NA,0.29895,0.14365,,,,
ext bnk 03042014,bnk,4/3/14,NA,NA,NA,NA,4/3/14,NA,NA,NA,NA,50,NA,NA,-0.0227,0.039,NA,NA,NA,NA,,,,
ext bnk 03042014,bnk,4/3/14,NA,NA,NA,NA,4/3/14,NA,NA,NA,NA,50,NA,NA,NA,0.037,NA,NA,NA,NA,,,,
ext bnk 03042014,bnk,4/3/14,NA,NA,NA,NA,4/3/14,NA,NA,NA,NA,50,NA,NA,-0.0227,0.038,NA,NA,NA,NA,,,,
extr F2A_03042014,ext,4/3/14,F2,F,A,4/3/14,4/3/14,NA,NA,NA,9.72,50,115.19,92.09,0.1159,0.458,-0.0227,0.039,0.1386,0.42,,,,
extr F2B_03042014,ext,4/3/14,F2,F,B,4/3/14,4/3/14,NA,NA,NA,9.64,50,111.06,88.99,0.0532,0.99,NA,0.037,0.0759,0.952,,,,
extr F2C_03042014,ext,4/3/14,F2,F,C,4/3/14,4/3/14,NA,NA,NA,9.81,50,143.7,113.19,-0.0513,0.691,-0.0227,0.038,-0.0286,0.653,,,,
extr F2D_03042014,ext,4/3/14,F2,F,D,4/3/14,4/3/14,NA,NA,NA,9.67,50,129.28,104.29,0.1464,0.446,NA,NA,0.1691,0.408,,,,
incub F2A_03042014,inc,4/3/14,F2,F,A,4/3/14,4/3/14,4/7/14,Y,4/7/14,10.01,50,NA,NA,0.84935,0.2479352,-0.0089,0.103,0.85825,0.1409352,,,,
incub F2B_03042014,inc,4/3/14,F2,F,B,4/3/14,4/3/14,4/7/14,Y,4/7/14,9.79,50,NA,NA,0.9692,0.2692928,-0.0089,0.11,0.9781,0.1622928,,,,
incub F2C_03042014,inc,4/3/14,F2,F,C,4/3/14,4/3/14,4/7/14,Y,4/7/14,9.84,50,NA,NA,0.8893,0.2459816,-0.0089,0.108,0.8982,0.1389816,,,,
incub F2D_03042014,inc,4/3/14,F2,F,D,4/3/14,4/3/14,4/7/14,Y,4/7/14,10.13,50,NA,NA,1.0491,0.2884416,NA,NA,1.058,0.1814416,,,,
bnk I 07-04-14,bnk,4/7/14,NA,NA,NA,NA,4/7/14,NA,NA,NA,NA,50,NA,NA,-0.0089,0.103,NA,NA,NA,NA,,,,
bnk II 07-04-14,bnk,4/7/14,NA,NA,NA,NA,4/7/14,NA,NA,NA,NA,50,NA,NA,-0.0089,0.11,NA,NA,NA,NA,,,,
bnk III 07-04-14,bnk,4/7/14,NA,NA,NA,NA,4/7/14,NA,NA,NA,NA,50,NA,NA,-0.0089,0.108,NA,NA,NA,NA,,,,
bnk I,bnk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,-0.0227,0.0982624,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
bnk 2,bnk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,-0.0227,0.0785224,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
bnk 3,bnk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,-0.0227,0.0762899,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F1A_,ext,NA,F1,F,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13305,0.478,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
