Site	LUtype	Chamber	SampleDate	Season	StartTime	RowInter	AirTmpStart	AirTmpEnd	SoilTmpEnd	SoilMoisPercent	DOC	NFert	FertDateMaizePlanting	FertTimeElapsedMaizePlanting	FertDateMaizeBroadcast	FertTimeElapsedMaizeBroadcast		
S3	S	B	2014.02.06	Wet	11:00	NA	42.3	44.3	30.0	0.222170729	NA	Y	2014.02.11	-5	2014.03.04	-26		
S3	S	C	2014.02.06	Wet	11:00	NA	42.3	44.3	29.0	0.226976994	NA	Y	2014.02.11	-5	2014.03.04	-26		
S3	S	D	2014.02.06	Wet	11:00	NA	42.3	44.3	28.0	0.226173777	NA	Y	2014.02.11	-5	2014.03.04	-26		
S3	S	E	2014.02.06	Wet	11:00	NA	42.3	44.3	30.0	0.232067113	NA	Y	2014.02.11	-5	2014.03.04	-26		
S3	S	A	2014.11.14	Wet	8:00	I	22.7	26.0	25.0	NA	NA	Y	2014.02.11	276	2014.03.04	255		
S3	S	B	2014.11.14	Wet	8:00	R	22.7	26.0	23.0	NA	NA	Y	2014.02.11	276	2014.03.04	255		
S3	S	C	2014.11.14	Wet	8:00	I	22.7	26.0	25.0	NA	NA	Y	2014.02.11	276	2014.03.04	255		
S3	S	D	2014.11.14	Wet	8:00	R	22.7	26.0	24.0	NA	NA	Y	2014.02.11	276	2014.03.04	255		
S3	S	E	2014.11.14	Wet	8:00	R	22.7	26.0	26.0	NA	NA	Y	2014.02.11	276	2014.03.04	255		
SD	S	A	2014.02.12	Wet	13:20	I	40.3	34.7	27.0	0.191579098	NA	N	NA	NA	NA	NA		
SD	S	B	2014.02.12	Wet	13:20	I	40.3	34.7	27.0	0.210624244	NA	N	NA	NA	NA	NA		
SD	S	C	2014.02.12	Wet	13:20	R	40.3	34.7	26.0	0.185787048	NA	N	NA	NA	NA	NA		
SD	S	D	2014.02.12	Wet	13:20	R	40.3	34.7	26.0	0.201148884	NA	N	NA	NA	NA	NA		
SD	S	E	2014.02.12	Wet	13:20	R	40.3	34.7	27.0	0.184846506	NA	N	NA	NA	NA	NA		
SD	S	A	2014.03.25	Wet	10:30	I	35.5	39.5	25.0	0.141178147	NA	N	NA	NA	NA	NA		
SD	S	B	2014.03.25	Wet	10:30	R	35.5	39.5	25.0	0.133540143	NA	N	NA	NA	NA	NA		
SD	S	C	2014.03.25	Wet	10:30	I	35.5	39.5	26.0	0.129742717	NA	N	NA	NA	NA	NA		
SD	S	D	2014.03.25	Wet	10:30	R	35.5	39.5	25.0	0.119823368	NA	N	NA	NA	NA	NA		
SD	S	E	2014.03.25	Wet	10:30	I	35.5	39.5	26.0	0.123013131	NA	N	NA	NA	NA	NA		
SD	S	A	2014.11.10	Wet	13:00	I	46.0	43.7	31.0	NA	NA	N	NA	NA	NA	NA		
SD	S	B	2014.11.10	Wet	13:00	I	46.0	43.7	29.0	NA	NA	N	NA	NA	NA	NA		
SD	S	C	2014.11.10	Wet	13:00	I	46.0	43.7	28.0	NA	NA	N	NA	NA	NA	NA		
SD	S	D	2014.11.10	Wet	13:00	R	46.0	43.7	34.0	NA	NA	N	NA	NA	NA	NA		
SD	S	E	2014.11.10	Wet	13:00	I	46.0	43.7	34.0	NA	NA	N	NA	NA	NA	NA		
SM	S	A	2014.02.12	Wet	8:10	I	23.7	29.7	25.0	0.248178266	NA	Y	2014.02.11	1	2014.03.04	-20		
SM	S	B	2014.02.12	Wet	8:10	R	23.7	29.7	25.0	0.274615146	NA	Y	2014.02.11	1	2014.03.04	-20		
SM	S	C	2014.02.12	Wet	8:10	I	23.7	29.7	25.0	0.23714828	NA	Y	2014.02.11	1	2014.03.04	-20		
SM	S	D	2014.02.12	Wet	8:10	R	23.7	29.7	26.0	0.25702732	NA	Y	2014.02.11	1	2014.03.04	-20		
SM	S	E	2014.02.12	Wet	8:10	R	23.7	29.7	25.0	0.248496994	NA	Y	2014.02.11	1	2014.03.04	-20		
SM	S	A	2014.02.14	Wet	7:50	R	25.3	36.3	24.0	0.283754376	NA	Y	2014.02.11	3	2014.03.04	-18		
SM	S	B	2014.02.14	Wet	7:50	I	25.3	36.3	25.0	0.297944921	NA	Y	2014.02.11	3	2014.03.04	-18		
SM	S	C	2014.02.14	Wet	7:50	R	25.3	36.3	26.0	0.263273234	NA	Y	2014.02.11	3	2014.03.04	-18		
SM	S	D	2014.02.14	Wet	7:50	I	25.3	36.3	26.0	0.282923223	NA	Y	2014.02.11	3	2014.03.04	-18		
SM	S	E	2014.02.14	Wet	7:50	I	25.3	36.3	27.0	0.245691075	NA	Y	2014.02.11	3	2014.03.04	-18		
SM	S	A	2014.02.20	Wet	7:55	R	25.0	32.3	25.0	0.109493826	NA	Y	2014.02.11	9	2014.03.04	-12		
SM	S	B	2014.02.20	Wet	7:55	R	25.0	32.3	23.0	0.692157501	NA	Y	2014.02.11	9	2014.03.04	-12		
SM	S	C	2014.02.20	Wet	7:55	I	25.0	32.3	24.0	0.119428017	NA	Y	2014.02.11	9	2014.03.04	-12		
SM	S	D	2014.02.20	Wet	7:55	I	25.0	32.3	23.0	0.021784843	NA	Y	2014.02.11	9	2014.03.04	-12		
SM	S	E	2014.02.20	Wet	7:55	R	25.0	32.3	24.0	-0.08262592	NA	Y	2014.02.11	9	2014.03.04	-12		
SM	S	A	2014.02.24	Wet	13:00	R	23.0	22.5	26.0	0.380969841	NA	Y	2014.02.11	13	2014.03.04	-8		
SM	S	B	2014.02.24	Wet	13:00	I	23.0	22.5	26.0	0.379133962	NA	Y	2014.02.11	13	2014.03.04	-8		
SM	S	C	2014.02.24	Wet	13:00	R	23.0	22.5	26.0	0.352187724	NA	Y	2014.02.11	13	2014.03.04	-8		
SM	S	D	2014.02.24	Wet	13:00	I	23.0	22.5	26.0	0.370296574	NA	Y	2014.02.11	13	2014.03.04	-8		
SM	S	E	2014.02.24	Wet	13:00	R	23.0	22.5	26.0	0.395946332	NA	Y	2014.02.11	13	2014.03.04	-8		
SM	S	A	2014.03.06	Wet	13:40	R	36.5	35.0	29.0	0.200376148	NA	Y	2014.02.11	23	2014.03.04	2		
SM	S	B	2014.03.06	Wet	13:40	R	36.5	35.0	30.0	0.194463289	NA	Y	2014.02.11	23	2014.03.04	2		
SM	S	C	2014.03.06	Wet	13:40	R	36.5	35.0	30.0	0.184576369	NA	Y	2014.02.11	23	2014.03.04	2		
SM	S	D	2014.03.06	Wet	13:40	I	36.5	35.0	28.0	0.184475292	NA	Y	2014.02.11	23	2014.03.04	2		
SM	S	E	2014.03.06	Wet	13:40	I	36.5	35.0	29.0	0.196806433	NA	Y	2014.02.11	23	2014.03.04	2		
SM	S	A	2014.03.07	Wet	9:30	I	31.0	41.0	27.0	0.272028873	NA	Y	2014.02.11	24	2014.03.04	3		
SM	S	B	2014.03.07	Wet	9:30	I	31.0	41.0	27.0	0.267773299	NA	Y	2014.02.11	24	2014.03.04	3		
SM	S	C	2014.03.07	Wet	9:30	R	31.0	41.0	27.0	0.288556497	NA	Y	2014.02.11	24	2014.03.04	3		
SM	S	D	2014.03.07	Wet	9:30	I	31.0	41.0	27.0	0.297983801	NA	Y	2014.02.11	24	2014.03.04	3		
SM	S	E	2014.03.07	Wet	9:30	R	31.0	41.0	27.0	0.281926741	NA	Y	2014.02.11	24	2014.03.04	3		
SM	S	A	2014.03.10	Wet	11:00	R	30.0	40.0	29.0	NA	NA	Y	2014.02.11	27	2014.03.04	6		
SM	S	B	2014.03.10	Wet	11:00	I	30.0	40.0	29.0	NA	NA	Y	2014.02.11	27	2014.03.04	6		
SM	S	C	2014.03.10	Wet	11:00	I	30.0	40.0	29.0	NA	NA	Y	2014.02.11	27	2014.03.04	6		
SM	S	D	2014.03.10	Wet	11:00	I	30.0	40.0	28.0	NA	NA	Y	2014.02.11	27	2014.03.04	6		
SM	S	E	2014.03.10	Wet	11:00	R	30.0	40.0	28.0	NA	NA	Y	2014.02.11	27	2014.03.04	6		
SM	S	A	2014.03.13	Wet	10:00	R	44.5	40.0	28.0	NA	NA	Y	2014.02.11	30	2014.03.04	9		
SM	S	B	2014.03.13	Wet	10:00	I	44.5	40.0	27.0	NA	NA	Y	2014.02.11	30	2014.03.04	9		
SM	S	C	2014.03.13	Wet	10:00	R	44.5	40.0	26.0	NA	NA	Y	2014.02.11	30	2014.03.04	9		
SM	S	D	2014.03.13	Wet	10:00	R	44.5	40.0	28.0	NA	NA	Y	2014.02.11	30	2014.03.04	9		
SM	S	E	2014.03.13	Wet	10:00	R	44.5	40.0	28.0	NA	NA	Y	2014.02.11	30	2014.03.04	9		
SM	S	A	2014.03.18	Wet	10:15	R	34.0	34.5	25.0	0.250857678	NA	Y	2014.02.11	35	2014.03.04	14		
SM	S	B	2014.03.18	Wet	10:15	I	34.0	34.5	27.0	0.217494254	NA	Y	2014.02.11	35	2014.03.04	14		
SM	S	C	2014.03.18	Wet	10:15	I	34.0	34.5	27.0	0.237357678	NA	Y	2014.02.11	35	2014.03.04	14		
SM	S	D	2014.03.18	Wet	10:15	I	34.0	34.5	26.0	0.241795469	NA	Y	2014.02.11	35	2014.03.04	14		
SM	S	E	2014.03.18	Wet	10:15	R	34.0	34.5	27.0	0.194805195	NA	Y	2014.02.11	35	2014.03.04	14		
SM	S	A	2014.03.26	Wet	9:00	I	27.0	36.5	25.0	0.230163537	NA	Y	2014.02.11	43	2014.03.04	22		
SM	S	B	2014.03.26	Wet	9:00	R	27.0	36.5	26.0	0.238095238	NA	Y	2014.02.11	43	2014.03.04	22		
SM	S	C	2014.03.26	Wet	9:00	R	27.0	36.5	26.0	0.234639878	NA	Y	2014.02.11	43	2014.03.04	22		
SM	S	D	2014.03.26	Wet	9:00	I	27.0	36.5	27.0	0.239353048	NA	Y	2014.02.11	43	2014.03.04	22		
SM	S	E	2014.03.26	Wet	9:00	I	27.0	36.5	26.0	0.224893529	NA	Y	2014.02.11	43	2014.03.04	22		
